hex,count_good_aircraft,count_bad_aircraft
8406751ffffffff,20,0
8406753ffffffff,3,0
8406755ffffffff,1,0
8406757ffffffff,22,0
8406759ffffffff,16,0
840675bffffffff,8,0
840675dffffffff,4,0
8406769ffffffff,4,0
840676bffffffff,1,0
840676dffffffff,1,0
8406981ffffffff,1,0
8406983ffffffff,2,0
8406987ffffffff,7,0
8406995ffffffff,1,0
8406997ffffffff,4,0
84069a1ffffffff,2,0
84069a3ffffffff,7,0
84069a5ffffffff,11,0
84069a7ffffffff,2,0
84069a9ffffffff,4,0
84069abffffffff,1,0
84069adffffffff,9,0
84069b1ffffffff,1,0
84069b3ffffffff,11,0
84069b7ffffffff,11,0
84069bbffffffff,11,0
84069bdffffffff,7,0
84069e1ffffffff,1,0
84069e7ffffffff,1,0
8406c03ffffffff,4,0
8406c05ffffffff,5,0
8406c07ffffffff,2,0
8406c0bffffffff,1,0
8406c15ffffffff,3,0
8406c17ffffffff,1,0
8406c1dffffffff,2,0
8406c21ffffffff,7,0
8406c23ffffffff,5,0
8406c25ffffffff,7,0
8406c27ffffffff,12,0
8406c29ffffffff,3,0
8406c2bffffffff,7,0
8406c31ffffffff,6,0
8406c33ffffffff,4,0
8406c35ffffffff,6,0
8406c37ffffffff,9,0
8406c39ffffffff,5,0
8406c3bffffffff,2,0
8406c3dffffffff,3,0
8406c61ffffffff,6,0
8406c63ffffffff,1,0
8406c65ffffffff,7,0
8406c67ffffffff,1,0
8406c6dffffffff,1,0
8406c83ffffffff,22,0
8406c85ffffffff,30,0
8406c87ffffffff,2,0
8406c91ffffffff,1,0
8406c95ffffffff,16,0
8406c9dffffffff,10,0
8406ca1ffffffff,9,0
8406ca3ffffffff,25,0
8406ca5ffffffff,6,0
8406ca7ffffffff,8,0
8406ca9ffffffff,7,0
8406cabffffffff,30,0
8406cadffffffff,7,0
8406cb1ffffffff,21,0
8406cb3ffffffff,17,0
8406cb5ffffffff,11,0
8406cb7ffffffff,6,0
8406cb9ffffffff,22,0
8406cbbffffffff,21,0
8406cbdffffffff,5,0
8406ce1ffffffff,8,0
8406ce3ffffffff,1,0
8406ce5ffffffff,12,0
8406ce7ffffffff,5,0
8406ce9ffffffff,2,0
8406cedffffffff,4,0
8406d01ffffffff,1,0
8406d03ffffffff,5,0
8406d0bffffffff,1,0
8406d11ffffffff,2,0
8406d13ffffffff,4,0
8406d15ffffffff,1,0
8406d17ffffffff,3,0
8406d19ffffffff,2,0
8406d1bffffffff,5,0
8406d1dffffffff,5,0
8406d39ffffffff,2,0
8406d51ffffffff,9,0
8406d53ffffffff,10,0
8406d55ffffffff,2,0
8406d57ffffffff,7,0
8406d59ffffffff,1,0
8406d5bffffffff,8,0
8406d5dffffffff,1,0
8406d81ffffffff,1,0
8406d83ffffffff,2,0
8406d85ffffffff,2,0
8406d87ffffffff,1,0
8406d89ffffffff,1,0
8406d8bffffffff,2,0
8406d8dffffffff,2,0
8406d91ffffffff,6,0
8406d93ffffffff,5,0
8406d95ffffffff,6,0
8406d97ffffffff,6,0
8406d99ffffffff,6,0
8406d9bffffffff,5,0
8406d9dffffffff,8,0
8406da1ffffffff,2,0
8406da3ffffffff,2,0
8406da5ffffffff,3,0
8406da7ffffffff,2,0
8406da9ffffffff,4,0
8406dabffffffff,2,0
8406dadffffffff,4,0
8406db1ffffffff,7,0
8406db3ffffffff,5,0
8406db7ffffffff,10,0
8406db9ffffffff,2,0
8406dbbffffffff,9,0
8406dc1ffffffff,4,0
8406dc3ffffffff,4,0
8406dc5ffffffff,4,0
8406dc7ffffffff,3,0
8406dc9ffffffff,11,0
8406dcbffffffff,11,0
8406dcdffffffff,5,0
8406dd1ffffffff,11,0
8406dd3ffffffff,8,0
8406dd5ffffffff,4,0
8406dd7ffffffff,8,0
8406dd9ffffffff,6,0
8406ddbffffffff,16,0
8406dddffffffff,11,0
8406de1ffffffff,4,0
8406de3ffffffff,4,0
8406de5ffffffff,4,0
8406de7ffffffff,3,0
8406de9ffffffff,5,0
8406debffffffff,4,0
8406dedffffffff,3,0
8407401ffffffff,16,0
8407403ffffffff,26,0
8407405ffffffff,14,0
8407407ffffffff,23,0
8407409ffffffff,13,0
840740bffffffff,25,0
840740dffffffff,15,0
8407411ffffffff,30,0
8407413ffffffff,29,0
8407415ffffffff,37,0
8407417ffffffff,33,0
8407419ffffffff,22,0
840741bffffffff,31,0
840741dffffffff,34,0
8407421ffffffff,3,0
8407423ffffffff,25,0
8407425ffffffff,3,0
8407427ffffffff,19,0
8407429ffffffff,7,0
840742bffffffff,26,0
840742dffffffff,4,0
8407431ffffffff,32,0
8407433ffffffff,57,0
8407435ffffffff,16,0
8407437ffffffff,35,0
8407439ffffffff,21,0
840743bffffffff,41,0
840743dffffffff,13,0
8407441ffffffff,8,0
8407443ffffffff,12,0
8407445ffffffff,1,0
8407447ffffffff,10,0
8407449ffffffff,3,0
840744bffffffff,12,0
8407451ffffffff,36,0
8407453ffffffff,25,0
8407455ffffffff,14,0
8407457ffffffff,41,0
8407459ffffffff,3,0
840745bffffffff,25,0
840745dffffffff,15,0
8407461ffffffff,3,0
8407463ffffffff,5,0
8407467ffffffff,3,0
8407469ffffffff,4,0
840746bffffffff,3,0
8407481ffffffff,10,0
8407483ffffffff,10,0
8407485ffffffff,13,0
8407487ffffffff,4,0
8407489ffffffff,17,0
840748bffffffff,5,0
840748dffffffff,14,0
8407495ffffffff,2,0
840749dffffffff,3,0
84074a1ffffffff,17,0
84074a3ffffffff,1,0
84074a5ffffffff,16,0
84074a7ffffffff,14,0
84074a9ffffffff,13,0
84074abffffffff,6,0
84074adffffffff,14,0
84074b1ffffffff,8,0
84074b3ffffffff,6,0
84074b5ffffffff,9,0
84074b7ffffffff,5,0
84074b9ffffffff,11,0
84074bbffffffff,4,0
84074bdffffffff,8,0
84074c1ffffffff,15,0
84074c3ffffffff,16,0
84074c5ffffffff,32,0
84074c7ffffffff,13,0
84074c9ffffffff,19,0
84074cbffffffff,11,0
84074cdffffffff,28,0
84074d5ffffffff,4,0
84074ddffffffff,4,0
84074e1ffffffff,34,0
84074e3ffffffff,12,0
84074e5ffffffff,43,0
84074e7ffffffff,24,0
84074e9ffffffff,34,0
84074ebffffffff,14,0
84074edffffffff,36,0
8407511ffffffff,8,0
8407513ffffffff,13,0
8407515ffffffff,9,0
8407517ffffffff,7,0
8407519ffffffff,8,0
840751bffffffff,4,0
840751dffffffff,6,0
8407523ffffffff,1,0
8407531ffffffff,5,0
8407533ffffffff,13,0
8407535ffffffff,2,0
8407537ffffffff,4,0
8407539ffffffff,2,0
840753bffffffff,9,0
840753dffffffff,1,0
8407553ffffffff,1,0
840755bffffffff,1,0
8407581ffffffff,19,0
8407583ffffffff,18,0
8407585ffffffff,18,0
8407587ffffffff,22,0
8407589ffffffff,16,0
840758bffffffff,24,0
840758dffffffff,14,0
8407591ffffffff,18,0
8407593ffffffff,14,0
8407595ffffffff,25,0
8407597ffffffff,21,0
8407599ffffffff,9,0
840759bffffffff,9,0
840759dffffffff,30,0
84075a1ffffffff,7,0
84075a3ffffffff,18,0
84075a5ffffffff,11,0
84075a7ffffffff,7,0
84075a9ffffffff,11,0
84075abffffffff,16,0
84075adffffffff,11,0
84075b1ffffffff,5,0
84075b3ffffffff,21,0
84075b5ffffffff,7,0
84075b7ffffffff,8,0
84075b9ffffffff,9,0
84075bbffffffff,24,0
84075bdffffffff,20,0
84075c1ffffffff,13,0
84075c3ffffffff,16,0
84075c5ffffffff,12,0
84075c7ffffffff,12,0
84075c9ffffffff,15,0
84075cbffffffff,20,0
84075cdffffffff,19,0
84075d1ffffffff,67,0
84075d3ffffffff,11,0
84075d5ffffffff,29,0
84075d7ffffffff,42,0
84075d9ffffffff,64,0
84075dbffffffff,26,0
84075ddffffffff,47,0
84075e1ffffffff,10,0
84075e3ffffffff,10,0
84075e5ffffffff,20,0
84075e7ffffffff,12,0
84075e9ffffffff,17,0
84075ebffffffff,9,0
84075edffffffff,15,0
8407631ffffffff,3,0
8407635ffffffff,3,0
8407637ffffffff,13,0
840764dffffffff,1,0
84076a1ffffffff,11,0
84076a3ffffffff,1,0
84076a5ffffffff,22,0
84076a7ffffffff,18,0
84076a9ffffffff,14,0
84076adffffffff,23,0
84076b5ffffffff,1,0
84076b7ffffffff,1,0
84076e1ffffffff,4,0
84076e3ffffffff,12,0
84076e5ffffffff,1,0
84076e7ffffffff,25,0
8408001ffffffff,5,0
8408005ffffffff,5,0
8408007ffffffff,11,0
8408009ffffffff,3,0
840800bffffffff,5,0
840800dffffffff,3,0
8408021ffffffff,31,0
8408023ffffffff,38,0
8408025ffffffff,54,1
8408027ffffffff,41,1
8408029ffffffff,14,0
840802bffffffff,20,0
840802dffffffff,25,0
8408031ffffffff,27,0
8408033ffffffff,27,0
8408035ffffffff,53,1
8408037ffffffff,55,1
8408039ffffffff,10,0
840803bffffffff,11,0
840803dffffffff,25,0
8408043ffffffff,2,0
8408045ffffffff,1,0
8408049ffffffff,1,0
840804bffffffff,2,0
840804dffffffff,1,0
8408053ffffffff,2,0
8408055ffffffff,1,0
8408057ffffffff,3,0
8408061ffffffff,4,0
8408063ffffffff,3,0
8408065ffffffff,12,0
8408067ffffffff,7,0
8408069ffffffff,2,0
840806bffffffff,1,0
840806dffffffff,8,0
8408101ffffffff,37,0
8408103ffffffff,3,0
8408105ffffffff,17,0
8408107ffffffff,6,0
8408109ffffffff,51,0
840810bffffffff,53,0
840810dffffffff,63,0
8408111ffffffff,4,0
8408113ffffffff,2,0
8408115ffffffff,7,0
8408117ffffffff,6,0
8408119ffffffff,45,0
840811bffffffff,5,0
840811dffffffff,9,0
8408121ffffffff,7,0
8408123ffffffff,12,0
8408125ffffffff,11,0
8408127ffffffff,11,0
8408129ffffffff,14,0
840812bffffffff,5,0
840812dffffffff,5,0
8408131ffffffff,8,0
8408133ffffffff,13,0
8408135ffffffff,7,0
8408137ffffffff,14,0
8408139ffffffff,7,0
840813bffffffff,10,0
840813dffffffff,6,0
8408141ffffffff,17,0
8408143ffffffff,33,0
8408145ffffffff,8,0
8408147ffffffff,31,0
8408149ffffffff,17,0
840814bffffffff,19,0
840814dffffffff,12,0
8408151ffffffff,60,0
8408153ffffffff,47,0
8408155ffffffff,42,0
8408157ffffffff,77,0
8408159ffffffff,17,0
840815bffffffff,28,0
840815dffffffff,31,0
8408161ffffffff,49,0
8408163ffffffff,56,0
8408165ffffffff,61,0
8408167ffffffff,52,0
8408169ffffffff,26,0
840816bffffffff,41,0
840816dffffffff,31,0
8408181ffffffff,1,0
8408189ffffffff,2,0
840818bffffffff,3,0
840818dffffffff,1,0
8408193ffffffff,1,0
8408199ffffffff,4,0
840819bffffffff,4,0
840819dffffffff,1,0
84081a1ffffffff,5,0
84081a3ffffffff,5,0
84081a5ffffffff,7,0
84081a7ffffffff,4,0
84081a9ffffffff,3,0
84081abffffffff,1,0
84081adffffffff,4,0
84081b1ffffffff,2,0
84081b3ffffffff,2,0
84081b5ffffffff,6,0
84081b7ffffffff,6,0
84081bdffffffff,2,0
84081c1ffffffff,2,0
84081c3ffffffff,2,0
84081c5ffffffff,3,0
84081c7ffffffff,3,0
84081c9ffffffff,44,1
84081cbffffffff,45,1
84081cdffffffff,3,0
84081d1ffffffff,11,0
84081d3ffffffff,8,0
84081d5ffffffff,2,0
84081d7ffffffff,3,0
84081d9ffffffff,55,0
84081dbffffffff,52,0
84081ddffffffff,30,0
84081e1ffffffff,4,0
84081e3ffffffff,1,0
84081e5ffffffff,8,0
84081e7ffffffff,5,0
84081e9ffffffff,4,0
84081ebffffffff,4,0
84081edffffffff,8,0
8408201ffffffff,1,0
8408203ffffffff,1,0
8408207ffffffff,2,0
840820bffffffff,1,0
8408219ffffffff,1,0
840821dffffffff,1,0
8408223ffffffff,1,0
8408225ffffffff,1,0
8408227ffffffff,1,0
840822bffffffff,1,0
840822dffffffff,1,0
8408235ffffffff,2,0
840823dffffffff,1,0
8408255ffffffff,1,0
840825bffffffff,1,0
8408283ffffffff,10,0
8408285ffffffff,1,0
8408287ffffffff,10,0
8408289ffffffff,1,0
840828dffffffff,1,0
8408291ffffffff,37,0
8408293ffffffff,57,0
8408295ffffffff,36,0
8408297ffffffff,54,0
8408299ffffffff,9,0
840829bffffffff,43,0
840829dffffffff,10,0
84082a1ffffffff,7,0
84082a3ffffffff,19,0
84082a5ffffffff,10,0
84082a7ffffffff,23,0
84082a9ffffffff,1,0
84082abffffffff,7,0
84082adffffffff,2,0
84082b1ffffffff,54,0
84082b3ffffffff,9,0
84082b5ffffffff,53,0
84082b7ffffffff,6,0
84082b9ffffffff,32,0
84082bbffffffff,56,0
84082bdffffffff,25,0
84082c3ffffffff,1,0
84082d1ffffffff,1,0
84082d3ffffffff,2,0
84082d7ffffffff,1,0
84082d9ffffffff,1,0
84082dbffffffff,1,0
84082ddffffffff,1,0
8408301ffffffff,1,0
8408303ffffffff,6,0
8408305ffffffff,5,0
8408307ffffffff,8,0
8408309ffffffff,1,0
840830bffffffff,1,0
840830dffffffff,2,0
8408311ffffffff,3,0
8408313ffffffff,1,0
8408315ffffffff,1,0
8408317ffffffff,3,0
8408319ffffffff,3,0
840831bffffffff,1,0
840831dffffffff,3,0
8408321ffffffff,12,0
8408323ffffffff,11,0
8408325ffffffff,21,0
8408327ffffffff,21,0
8408329ffffffff,16,0
840832bffffffff,18,0
840832dffffffff,8,0
8408331ffffffff,7,0
8408333ffffffff,8,0
8408335ffffffff,13,0
8408337ffffffff,18,0
8408339ffffffff,4,0
840833bffffffff,3,0
840833dffffffff,14,0
8408343ffffffff,1,0
8408345ffffffff,3,0
8408347ffffffff,2,0
8408349ffffffff,1,0
840834bffffffff,1,0
840834dffffffff,3,0
8408351ffffffff,2,0
8408357ffffffff,2,0
8408359ffffffff,2,0
8408361ffffffff,5,0
8408363ffffffff,4,0
8408365ffffffff,16,0
8408367ffffffff,18,0
8408369ffffffff,2,0
840836bffffffff,1,0
840836dffffffff,11,0
8408801ffffffff,37,0
8408803ffffffff,34,0
8408805ffffffff,119,0
8408807ffffffff,16,0
8408809ffffffff,26,0
840880bffffffff,42,0
840880dffffffff,82,0
8408811ffffffff,3,0
8408813ffffffff,5,0
8408815ffffffff,11,0
8408817ffffffff,5,0
8408819ffffffff,30,0
840881bffffffff,26,0
840881dffffffff,29,0
8408821ffffffff,36,0
8408823ffffffff,50,0
8408825ffffffff,26,0
8408827ffffffff,18,0
8408829ffffffff,143,0
840882bffffffff,54,0
840882dffffffff,57,0
8408831ffffffff,25,0
8408833ffffffff,21,0
8408835ffffffff,53,0
8408837ffffffff,47,0
8408839ffffffff,15,0
840883bffffffff,14,0
840883dffffffff,42,0
8408841ffffffff,21,0
8408843ffffffff,27,0
8408845ffffffff,53,0
8408847ffffffff,37,0
8408849ffffffff,19,0
840884bffffffff,21,0
840884dffffffff,40,1
8408851ffffffff,16,0
8408853ffffffff,15,0
8408855ffffffff,21,0
8408857ffffffff,22,0
8408859ffffffff,15,0
840885bffffffff,13,0
840885dffffffff,17,0
8408861ffffffff,158,0
8408863ffffffff,204,0
8408865ffffffff,127,0
8408867ffffffff,153,0
8408869ffffffff,81,0
840886bffffffff,83,0
840886dffffffff,97,0
8408881ffffffff,4,0
8408883ffffffff,6,0
8408885ffffffff,8,0
8408887ffffffff,4,0
8408889ffffffff,4,0
840888bffffffff,4,0
840888dffffffff,5,0
8408891ffffffff,4,0
8408893ffffffff,9,0
8408895ffffffff,6,0
8408897ffffffff,7,0
8408899ffffffff,7,0
840889bffffffff,4,0
840889dffffffff,6,0
84088a1ffffffff,5,0
84088a3ffffffff,20,0
84088a5ffffffff,11,1
84088a7ffffffff,11,0
84088a9ffffffff,10,0
84088abffffffff,6,0
84088adffffffff,9,0
84088b1ffffffff,12,0
84088b3ffffffff,7,0
84088b5ffffffff,13,0
84088b7ffffffff,11,0
84088b9ffffffff,4,0
84088bbffffffff,6,0
84088bdffffffff,9,0
84088c1ffffffff,9,0
84088c3ffffffff,5,0
84088c5ffffffff,7,0
84088c7ffffffff,6,0
84088c9ffffffff,29,0
84088cbffffffff,21,0
84088cdffffffff,7,0
84088d1ffffffff,2,0
84088d3ffffffff,3,0
84088d5ffffffff,4,0
84088d7ffffffff,4,0
84088d9ffffffff,25,0
84088dbffffffff,25,0
84088ddffffffff,2,0
84088e1ffffffff,5,0
84088e3ffffffff,10,0
84088e5ffffffff,16,0
84088e7ffffffff,12,1
84088e9ffffffff,4,0
84088ebffffffff,7,0
84088edffffffff,4,0
8408901ffffffff,28,1
8408903ffffffff,30,2
8408905ffffffff,52,0
8408907ffffffff,26,0
8408909ffffffff,50,1
840890bffffffff,40,1
840890dffffffff,43,1
8408911ffffffff,57,0
8408913ffffffff,69,0
8408915ffffffff,27,0
8408917ffffffff,30,0
8408919ffffffff,37,0
840891bffffffff,27,0
840891dffffffff,44,1
8408921ffffffff,89,2
8408923ffffffff,82,5
8408925ffffffff,37,0
8408927ffffffff,26,0
8408929ffffffff,59,3
840892bffffffff,87,2
840892dffffffff,87,3
8408931ffffffff,76,1
8408933ffffffff,54,1
8408935ffffffff,77,4
8408937ffffffff,59,5
8408939ffffffff,68,0
840893bffffffff,76,0
840893dffffffff,96,2
8408941ffffffff,67,0
8408943ffffffff,70,0
8408945ffffffff,60,1
8408947ffffffff,63,2
8408949ffffffff,76,1
840894bffffffff,76,0
840894dffffffff,66,4
8408951ffffffff,54,0
8408953ffffffff,34,0
8408955ffffffff,57,1
8408957ffffffff,35,0
8408959ffffffff,129,0
840895bffffffff,107,0
840895dffffffff,75,0
8408961ffffffff,52,1
8408963ffffffff,51,0
8408965ffffffff,76,3
8408967ffffffff,78,4
8408969ffffffff,70,2
840896bffffffff,47,1
840896dffffffff,81,3
8408981ffffffff,57,3
8408983ffffffff,54,10
8408985ffffffff,51,0
8408987ffffffff,48,2
8408989ffffffff,79,11
840898bffffffff,56,5
840898dffffffff,28,4
8408991ffffffff,55,8
8408993ffffffff,36,9
8408995ffffffff,74,8
8408997ffffffff,127,15
8408999ffffffff,44,5
840899bffffffff,15,1
840899dffffffff,56,3
84089a1ffffffff,46,0
84089a3ffffffff,50,1
84089a5ffffffff,88,11
84089a7ffffffff,37,4
84089a9ffffffff,27,1
84089abffffffff,38,3
84089adffffffff,13,2
84089b1ffffffff,69,7
84089b3ffffffff,29,9
84089b5ffffffff,49,4
84089b7ffffffff,13,2
84089b9ffffffff,86,12
84089bbffffffff,74,13
84089bdffffffff,72,7
84089c1ffffffff,34,0
84089c3ffffffff,33,1
84089c5ffffffff,70,0
84089c7ffffffff,75,4
84089c9ffffffff,28,0
84089cbffffffff,45,0
84089cdffffffff,28,0
84089d1ffffffff,49,4
84089d3ffffffff,30,3
84089d5ffffffff,45,1
84089d7ffffffff,50,3
84089d9ffffffff,49,1
84089dbffffffff,30,0
84089ddffffffff,44,4
84089e1ffffffff,49,0
84089e3ffffffff,50,1
84089e5ffffffff,46,0
84089e7ffffffff,34,2
84089e9ffffffff,9,0
84089ebffffffff,8,1
84089edffffffff,40,0
8408a01ffffffff,6,0
8408a03ffffffff,4,0
8408a05ffffffff,11,0
8408a07ffffffff,8,0
8408a09ffffffff,10,0
8408a0bffffffff,9,0
8408a0dffffffff,12,0
8408a11ffffffff,4,0
8408a13ffffffff,8,0
8408a15ffffffff,8,0
8408a17ffffffff,7,0
8408a19ffffffff,3,0
8408a1bffffffff,2,0
8408a1dffffffff,6,0
8408a21ffffffff,36,0
8408a23ffffffff,24,0
8408a25ffffffff,37,0
8408a27ffffffff,37,0
8408a29ffffffff,40,0
8408a2bffffffff,20,0
8408a2dffffffff,39,0
8408a31ffffffff,15,0
8408a33ffffffff,7,0
8408a35ffffffff,15,0
8408a37ffffffff,12,0
8408a39ffffffff,10,1
8408a3bffffffff,11,0
8408a3dffffffff,16,0
8408a41ffffffff,137,1
8408a43ffffffff,48,0
8408a45ffffffff,191,0
8408a47ffffffff,40,0
8408a49ffffffff,72,0
8408a4bffffffff,63,0
8408a4dffffffff,117,0
8408a51ffffffff,24,0
8408a53ffffffff,9,0
8408a55ffffffff,20,0
8408a57ffffffff,12,0
8408a59ffffffff,53,0
8408a5bffffffff,24,0
8408a5dffffffff,53,0
8408a61ffffffff,44,0
8408a63ffffffff,39,0
8408a65ffffffff,15,0
8408a67ffffffff,42,0
8408a69ffffffff,110,0
8408a6bffffffff,70,0
8408a6dffffffff,61,0
8408a81ffffffff,13,0
8408a83ffffffff,9,0
8408a85ffffffff,14,0
8408a87ffffffff,16,0
8408a89ffffffff,9,0
8408a8bffffffff,8,0
8408a8dffffffff,10,0
8408a91ffffffff,10,0
8408a93ffffffff,8,0
8408a95ffffffff,11,0
8408a97ffffffff,14,0
8408a99ffffffff,11,0
8408a9bffffffff,8,0
8408a9dffffffff,10,0
8408aa1ffffffff,15,0
8408aa3ffffffff,20,0
8408aa5ffffffff,22,0
8408aa7ffffffff,28,0
8408aa9ffffffff,13,0
8408aabffffffff,14,0
8408aadffffffff,12,0
8408ab1ffffffff,11,0
8408ab3ffffffff,13,0
8408ab5ffffffff,28,0
8408ab7ffffffff,28,0
8408ab9ffffffff,13,0
8408abbffffffff,14,0
8408abdffffffff,10,0
8408ac1ffffffff,11,0
8408ac3ffffffff,11,0
8408ac5ffffffff,11,0
8408ac7ffffffff,9,0
8408ac9ffffffff,6,0
8408acbffffffff,11,0
8408acdffffffff,6,0
8408ad1ffffffff,5,0
8408ad3ffffffff,13,0
8408ad5ffffffff,7,0
8408ad7ffffffff,7,0
8408ad9ffffffff,6,0
8408adbffffffff,10,0
8408addffffffff,8,0
8408ae1ffffffff,12,0
8408ae3ffffffff,13,0
8408ae5ffffffff,12,0
8408ae7ffffffff,12,0
8408ae9ffffffff,9,0
8408aebffffffff,12,0
8408aedffffffff,10,0
8408b01ffffffff,77,0
8408b03ffffffff,70,0
8408b05ffffffff,41,0
8408b07ffffffff,30,0
8408b09ffffffff,45,0
8408b0bffffffff,46,0
8408b0dffffffff,71,0
8408b11ffffffff,39,0
8408b13ffffffff,54,0
8408b15ffffffff,69,0
8408b17ffffffff,73,0
8408b19ffffffff,20,0
8408b1bffffffff,40,0
8408b1dffffffff,40,0
8408b21ffffffff,99,1
8408b23ffffffff,92,0
8408b25ffffffff,89,0
8408b27ffffffff,78,0
8408b29ffffffff,85,0
8408b2bffffffff,76,0
8408b2dffffffff,102,0
8408b31ffffffff,111,0
8408b33ffffffff,128,0
8408b35ffffffff,98,0
8408b37ffffffff,107,0
8408b39ffffffff,37,0
8408b3bffffffff,61,0
8408b3dffffffff,97,0
8408b41ffffffff,53,1
8408b43ffffffff,38,0
8408b45ffffffff,66,0
8408b47ffffffff,55,0
8408b49ffffffff,58,0
8408b4bffffffff,37,0
8408b4dffffffff,76,0
8408b51ffffffff,28,0
8408b53ffffffff,19,0
8408b55ffffffff,28,0
8408b57ffffffff,20,0
8408b59ffffffff,18,0
8408b5bffffffff,35,0
8408b5dffffffff,24,0
8408b61ffffffff,43,0
8408b63ffffffff,55,0
8408b65ffffffff,68,1
8408b67ffffffff,82,0
8408b69ffffffff,80,0
8408b6bffffffff,70,0
8408b6dffffffff,50,0
8408c01ffffffff,3,0
8408c03ffffffff,4,0
8408c05ffffffff,6,0
8408c07ffffffff,10,0
8408c09ffffffff,3,0
8408c0bffffffff,4,0
8408c0dffffffff,3,0
8408c11ffffffff,14,0
8408c13ffffffff,7,0
8408c15ffffffff,10,2
8408c17ffffffff,3,0
8408c19ffffffff,3,0
8408c1bffffffff,6,0
8408c1dffffffff,5,0
8408c21ffffffff,14,0
8408c23ffffffff,10,0
8408c25ffffffff,13,0
