hex,count_good_aircraft,count_bad_aircraft
8406655ffffffff,7,0
8406657ffffffff,5,0
8406659ffffffff,6,0
840665bffffffff,1,0
840665dffffffff,2,0
8406661ffffffff,13,0
8406663ffffffff,17,0
8406665ffffffff,6,0
8406667ffffffff,12,0
8406669ffffffff,16,0
840666bffffffff,16,0
840666dffffffff,10,0
8406703ffffffff,1,0
8406719ffffffff,1,0
840671dffffffff,23,0
8406741ffffffff,3,0
8406743ffffffff,4,0
8406745ffffffff,2,0
8406747ffffffff,2,0
8406749ffffffff,5,0
840674bffffffff,5,0
840674dffffffff,6,0
8406751ffffffff,26,0
8406753ffffffff,2,0
8406755ffffffff,4,0
8406757ffffffff,25,0
8406759ffffffff,23,0
840675bffffffff,3,0
840675dffffffff,8,0
8406769ffffffff,3,0
8406993ffffffff,1,0
8406997ffffffff,1,0
84069a3ffffffff,3,0
84069a5ffffffff,9,0
84069a7ffffffff,1,0
84069adffffffff,9,0
84069b1ffffffff,3,0
84069b3ffffffff,4,0
84069b7ffffffff,7,0
84069b9ffffffff,1,0
84069bbffffffff,3,0
8406c03ffffffff,7,0
8406c05ffffffff,17,0
8406c15ffffffff,4,0
8406c17ffffffff,1,0
8406c1dffffffff,2,0
8406c21ffffffff,19,0
8406c23ffffffff,15,0
8406c25ffffffff,5,0
8406c27ffffffff,21,0
8406c29ffffffff,12,0
8406c2bffffffff,19,0
8406c31ffffffff,14,0
8406c33ffffffff,5,0
8406c35ffffffff,6,0
8406c37ffffffff,13,0
8406c39ffffffff,12,0
8406c3bffffffff,1,0
8406c3dffffffff,1,0
8406c61ffffffff,1,0
8406c63ffffffff,2,0
8406c65ffffffff,3,0
8406c6dffffffff,1,0
8406c81ffffffff,3,0
8406c83ffffffff,15,0
8406c85ffffffff,24,0
8406c87ffffffff,4,0
8406c8dffffffff,1,0
8406c93ffffffff,1,0
8406c95ffffffff,23,0
8406c9dffffffff,19,0
8406ca1ffffffff,9,0
8406ca3ffffffff,17,0
8406ca5ffffffff,8,0
8406ca7ffffffff,9,0
8406ca9ffffffff,5,0
8406cabffffffff,20,0
8406cadffffffff,5,0
8406cb1ffffffff,23,0
8406cb3ffffffff,5,0
8406cb5ffffffff,8,0
8406cb7ffffffff,19,0
8406cb9ffffffff,24,0
8406cbbffffffff,13,0
8406cbdffffffff,4,0
8406ce1ffffffff,9,0
8406ce5ffffffff,11,0
8406ce7ffffffff,5,0
8406ce9ffffffff,1,0
8406cedffffffff,5,0
8406d03ffffffff,2,0
8406d11ffffffff,7,0
8406d13ffffffff,8,0
8406d15ffffffff,1,0
8406d17ffffffff,5,0
8406d19ffffffff,6,0
8406d1bffffffff,9,0
8406d1dffffffff,5,0
8406d31ffffffff,1,0
8406d33ffffffff,2,0
8406d39ffffffff,3,0
8406d3bffffffff,2,0
8406d51ffffffff,3,0
8406d53ffffffff,7,0
8406d55ffffffff,2,0
8406d57ffffffff,3,0
8406d5bffffffff,4,0
8406d5dffffffff,2,0
8406d81ffffffff,3,0
8406d83ffffffff,5,0
8406d85ffffffff,12,0
8406d87ffffffff,7,0
8406d89ffffffff,4,0
8406d8bffffffff,5,0
8406d8dffffffff,12,0
8406d91ffffffff,10,0
8406d93ffffffff,2,0
8406d95ffffffff,8,0
8406d97ffffffff,10,0
8406d99ffffffff,8,0
8406d9bffffffff,8,0
8406d9dffffffff,10,0
8406da1ffffffff,12,0
8406da3ffffffff,15,0
8406da5ffffffff,7,0
8406da7ffffffff,11,0
8406da9ffffffff,14,0
8406dabffffffff,12,0
8406dadffffffff,6,0
8406db1ffffffff,3,0
8406db3ffffffff,8,0
8406db5ffffffff,2,0
8406db7ffffffff,8,0
8406db9ffffffff,1,0
8406dbbffffffff,14,0
8406dbdffffffff,5,0
8406dc1ffffffff,17,0
8406dc3ffffffff,7,0
8406dc5ffffffff,13,0
8406dc7ffffffff,14,0
8406dc9ffffffff,18,0
8406dcbffffffff,15,0
8406dcdffffffff,16,0
8406dd1ffffffff,22,0
8406dd3ffffffff,9,0
8406dd5ffffffff,4,0
8406dd7ffffffff,14,0
8406dd9ffffffff,14,0
8406ddbffffffff,12,0
8406dddffffffff,16,0
8406de1ffffffff,3,0
8406de3ffffffff,13,0
8406de5ffffffff,9,0
8406de7ffffffff,3,0
8406de9ffffffff,6,0
8406debffffffff,13,0
8406dedffffffff,7,0
8407401ffffffff,4,0
8407403ffffffff,7,0
8407405ffffffff,12,0
8407407ffffffff,7,0
8407409ffffffff,3,0
840740bffffffff,6,0
840740dffffffff,15,0
8407411ffffffff,32,0
8407413ffffffff,26,0
8407415ffffffff,32,0
8407417ffffffff,32,0
8407419ffffffff,20,0
840741bffffffff,22,0
840741dffffffff,29,0
8407421ffffffff,5,0
8407423ffffffff,17,0
8407425ffffffff,2,0
8407427ffffffff,6,0
8407429ffffffff,8,0
840742bffffffff,17,0
840742dffffffff,6,0
8407431ffffffff,13,0
8407433ffffffff,48,0
8407435ffffffff,7,0
8407437ffffffff,17,0
8407439ffffffff,9,0
840743bffffffff,33,0
840743dffffffff,5,0
8407441ffffffff,7,0
8407443ffffffff,9,0
8407445ffffffff,2,0
8407447ffffffff,14,0
8407449ffffffff,2,0
840744bffffffff,11,0
8407451ffffffff,27,0
8407453ffffffff,17,0
8407455ffffffff,6,0
8407457ffffffff,30,0
8407459ffffffff,4,0
840745bffffffff,15,0
840745dffffffff,6,0
8407461ffffffff,13,0
8407463ffffffff,7,0
8407465ffffffff,1,0
8407467ffffffff,9,0
8407469ffffffff,8,0
840746bffffffff,8,0
8407481ffffffff,8,0
8407483ffffffff,3,0
8407485ffffffff,8,0
8407487ffffffff,4,0
8407489ffffffff,11,0
840748bffffffff,3,0
840748dffffffff,12,0
8407495ffffffff,1,0
8407497ffffffff,1,0
840749dffffffff,1,0
84074a1ffffffff,15,0
84074a3ffffffff,4,0
84074a5ffffffff,12,0
84074a7ffffffff,9,0
84074a9ffffffff,14,0
84074abffffffff,6,0
84074adffffffff,9,0
84074b1ffffffff,3,0
84074b3ffffffff,6,0
84074b5ffffffff,2,0
84074b7ffffffff,5,0
84074b9ffffffff,4,0
84074bbffffffff,5,0
84074bdffffffff,4,0
84074c1ffffffff,19,0
84074c3ffffffff,12,1
84074c5ffffffff,30,0
84074c7ffffffff,9,0
84074c9ffffffff,19,0
84074cbffffffff,10,0
84074cdffffffff,21,0
84074d5ffffffff,4,0
84074ddffffffff,2,0
84074e1ffffffff,27,0
84074e3ffffffff,21,0
84074e5ffffffff,43,0
84074e7ffffffff,25,0
84074e9ffffffff,26,0
84074ebffffffff,25,0
84074edffffffff,40,0
8407503ffffffff,8,0
8407507ffffffff,2,0
840750bffffffff,3,0
8407511ffffffff,8,0
8407513ffffffff,5,0
8407515ffffffff,15,0
8407517ffffffff,9,0
8407519ffffffff,9,0
840751bffffffff,3,0
840751dffffffff,9,0
8407531ffffffff,11,0
8407533ffffffff,9,0
8407535ffffffff,5,0
8407537ffffffff,9,0
8407539ffffffff,8,0
840753bffffffff,12,0
840753dffffffff,6,0
8407553ffffffff,1,0
8407581ffffffff,11,0
8407583ffffffff,9,0
8407585ffffffff,9,0
8407587ffffffff,10,0
8407589ffffffff,8,0
840758bffffffff,13,0
840758dffffffff,9,0
8407591ffffffff,15,0
8407593ffffffff,17,0
8407595ffffffff,25,0
8407597ffffffff,16,0
8407599ffffffff,20,0
840759bffffffff,18,0
840759dffffffff,25,0
84075a1ffffffff,5,0
84075a3ffffffff,9,0
84075a5ffffffff,3,0
84075a7ffffffff,8,0
84075a9ffffffff,3,0
84075abffffffff,13,0
84075adffffffff,2,0
84075b1ffffffff,11,0
84075b3ffffffff,27,0
84075b5ffffffff,6,0
84075b7ffffffff,12,0
84075b9ffffffff,12,0
84075bbffffffff,27,0
84075bdffffffff,9,0
84075c1ffffffff,10,0
84075c3ffffffff,9,0
84075c5ffffffff,4,0
84075c7ffffffff,10,0
84075c9ffffffff,11,0
84075cbffffffff,2,0
84075cdffffffff,6,0
84075d1ffffffff,73,0
84075d3ffffffff,21,0
84075d5ffffffff,11,0
84075d7ffffffff,31,0
84075d9ffffffff,62,0
84075dbffffffff,50,0
84075ddffffffff,23,0
84075e1ffffffff,2,0
84075e3ffffffff,3,0
84075e5ffffffff,5,0
84075e7ffffffff,2,0
84075e9ffffffff,5,0
84075ebffffffff,3,0
84075edffffffff,4,0
8407631ffffffff,1,0
8407635ffffffff,2,0
8407637ffffffff,12,0
8407649ffffffff,1,0
84076a1ffffffff,7,0
84076a3ffffffff,1,0
84076a5ffffffff,25,0
84076a7ffffffff,18,0
84076a9ffffffff,20,0
84076adffffffff,26,0
84076b5ffffffff,1,0
84076e1ffffffff,4,0
84076e3ffffffff,14,0
84076e5ffffffff,1,0
84076e7ffffffff,21,0
8407713ffffffff,1,0
8408001ffffffff,6,0
8408005ffffffff,6,0
8408007ffffffff,7,0
840800bffffffff,6,0
840800dffffffff,5,0
8408021ffffffff,31,0
8408023ffffffff,34,0
8408025ffffffff,54,0
8408027ffffffff,41,0
8408029ffffffff,15,0
840802bffffffff,25,0
840802dffffffff,28,0
8408031ffffffff,33,0
8408033ffffffff,31,0
8408035ffffffff,53,0
8408037ffffffff,50,0
8408039ffffffff,13,0
840803bffffffff,10,0
840803dffffffff,23,0
8408041ffffffff,1,0
8408045ffffffff,1,0
8408047ffffffff,1,0
8408049ffffffff,1,0
840804bffffffff,1,0
840804dffffffff,1,0
8408053ffffffff,1,0
8408055ffffffff,1,0
8408057ffffffff,4,0
840805dffffffff,1,0
8408061ffffffff,5,0
8408063ffffffff,8,0
8408065ffffffff,3,0
8408067ffffffff,3,0
840806bffffffff,2,0
840806dffffffff,4,0
8408101ffffffff,43,0
8408103ffffffff,5,0
8408105ffffffff,22,0
8408107ffffffff,8,0
8408109ffffffff,53,0
840810bffffffff,55,0
840810dffffffff,62,0
8408111ffffffff,3,0
8408113ffffffff,2,0
8408115ffffffff,2,0
8408117ffffffff,3,0
8408119ffffffff,43,0
840811bffffffff,6,0
840811dffffffff,9,0
8408121ffffffff,5,0
8408123ffffffff,9,0
8408125ffffffff,5,0
8408127ffffffff,11,0
8408129ffffffff,10,0
840812bffffffff,6,0
840812dffffffff,5,0
8408131ffffffff,6,0
8408133ffffffff,18,0
8408135ffffffff,9,0
8408137ffffffff,15,0
8408139ffffffff,5,0
840813bffffffff,7,0
840813dffffffff,7,0
8408141ffffffff,17,0
8408143ffffffff,28,0
8408145ffffffff,7,0
8408147ffffffff,25,0
8408149ffffffff,18,0
840814bffffffff,23,0
840814dffffffff,18,0
8408151ffffffff,66,0
8408153ffffffff,28,0
8408155ffffffff,46,0
8408157ffffffff,55,0
8408159ffffffff,21,0
840815bffffffff,25,0
840815dffffffff,34,0
8408161ffffffff,51,0
8408163ffffffff,56,0
8408165ffffffff,56,0
8408167ffffffff,47,0
8408169ffffffff,10,0
840816bffffffff,34,0
840816dffffffff,21,0
8408181ffffffff,3,0
8408183ffffffff,2,0
8408185ffffffff,2,0
8408187ffffffff,2,0
8408189ffffffff,1,0
840818bffffffff,1,0
840818dffffffff,5,0
8408193ffffffff,1,0
8408195ffffffff,2,0
8408197ffffffff,2,0
8408199ffffffff,1,0
840819bffffffff,1,0
840819dffffffff,1,0
84081a1ffffffff,6,0
84081a3ffffffff,5,0
84081a5ffffffff,4,0
84081a7ffffffff,6,0
84081a9ffffffff,5,0
84081abffffffff,3,0
84081adffffffff,4,0
84081b1ffffffff,5,0
84081b3ffffffff,2,0
84081b5ffffffff,5,0
84081b7ffffffff,6,0
84081b9ffffffff,4,0
84081bbffffffff,2,0
84081bdffffffff,4,0
84081c1ffffffff,1,0
84081c3ffffffff,2,0
84081c5ffffffff,2,0
84081c7ffffffff,2,0
84081c9ffffffff,35,0
84081cbffffffff,32,0
84081cdffffffff,2,0
84081d1ffffffff,9,0
84081d3ffffffff,4,0
84081d5ffffffff,1,0
84081d9ffffffff,49,0
84081dbffffffff,45,0
84081ddffffffff,25,0
84081e1ffffffff,1,0
84081e3ffffffff,1,0
84081e5ffffffff,5,0
84081e7ffffffff,5,0
84081e9ffffffff,1,0
84081ebffffffff,3,0
84081edffffffff,7,1
8408223ffffffff,1,0
8408227ffffffff,1,0
840822dffffffff,1,0
8408235ffffffff,1,0
8408237ffffffff,1,0
8408267ffffffff,1,0
8408281ffffffff,1,0
8408283ffffffff,24,0
8408285ffffffff,2,0
8408287ffffffff,19,0
840828bffffffff,1,0
8408291ffffffff,40,0
8408293ffffffff,44,0
8408295ffffffff,38,0
8408297ffffffff,46,0
8408299ffffffff,27,0
840829bffffffff,49,0
840829dffffffff,22,0
84082a1ffffffff,6,0
84082a3ffffffff,27,0
84082a5ffffffff,7,0
84082a7ffffffff,30,0
84082a9ffffffff,2,0
84082abffffffff,15,0
84082adffffffff,2,0
84082b1ffffffff,43,0
84082b3ffffffff,7,0
84082b5ffffffff,43,0
84082b7ffffffff,4,0
84082b9ffffffff,33,0
84082bbffffffff,47,0
84082bdffffffff,29,0
84082d1ffffffff,1,0
84082d3ffffffff,2,0
84082d7ffffffff,1,0
84082dbffffffff,1,0
8408301ffffffff,5,0
8408303ffffffff,5,0
8408305ffffffff,6,0
8408307ffffffff,9,0
8408309ffffffff,3,0
840830bffffffff,1,0
840830dffffffff,3,0
840831dffffffff,1,0
8408321ffffffff,15,0
8408323ffffffff,13,0
8408325ffffffff,22,0
8408327ffffffff,23,0
8408329ffffffff,12,0
840832bffffffff,16,0
840832dffffffff,14,0
8408331ffffffff,11,0
8408333ffffffff,5,0
8408335ffffffff,21,0
8408337ffffffff,23,0
8408339ffffffff,4,0
840833dffffffff,19,0
8408341ffffffff,3,0
8408343ffffffff,2,0
8408345ffffffff,2,0
8408347ffffffff,3,0
8408349ffffffff,4,0
840834bffffffff,2,0
840834dffffffff,3,0
8408353ffffffff,1,0
8408357ffffffff,1,0
8408361ffffffff,5,0
8408363ffffffff,2,0
8408365ffffffff,14,0
8408367ffffffff,20,0
8408369ffffffff,2,0
840836dffffffff,11,0
8408801ffffffff,48,1
8408803ffffffff,39,0
8408805ffffffff,124,1
8408807ffffffff,15,0
8408809ffffffff,26,0
840880bffffffff,47,0
840880dffffffff,103,0
8408811ffffffff,7,0
8408813ffffffff,6,0
8408815ffffffff,12,0
8408817ffffffff,3,0
8408819ffffffff,34,0
840881bffffffff,31,0
840881dffffffff,33,0
8408821ffffffff,28,0
8408823ffffffff,44,0
8408825ffffffff,22,0
8408827ffffffff,15,0
8408829ffffffff,140,0
840882bffffffff,64,0
840882dffffffff,55,1
8408831ffffffff,20,0
8408833ffffffff,18,0
8408835ffffffff,45,0
8408837ffffffff,43,0
8408839ffffffff,14,0
840883bffffffff,16,0
840883dffffffff,38,0
8408841ffffffff,24,0
8408843ffffffff,26,0
8408845ffffffff,54,0
8408847ffffffff,25,0
8408849ffffffff,20,0
840884bffffffff,19,0
840884dffffffff,36,0
8408851ffffffff,12,0
8408853ffffffff,15,0
8408855ffffffff,15,0
8408857ffffffff,23,0
8408859ffffffff,14,0
840885bffffffff,13,0
840885dffffffff,18,0
8408861ffffffff,163,0
8408863ffffffff,202,1
8408865ffffffff,126,0
8408867ffffffff,135,0
8408869ffffffff,85,0
840886bffffffff,99,0
840886dffffffff,87,0
8408881ffffffff,1,0
8408883ffffffff,4,0
8408885ffffffff,4,0
8408887ffffffff,4,0
840888dffffffff,3,0
8408891ffffffff,3,0
8408893ffffffff,3,0
8408895ffffffff,7,0
8408897ffffffff,3,0
8408899ffffffff,6,0
840889bffffffff,2,0
840889dffffffff,4,0
84088a1ffffffff,3,0
84088a3ffffffff,18,0
84088a5ffffffff,8,0
84088a7ffffffff,6,0
84088a9ffffffff,4,0
84088abffffffff,3,1
84088adffffffff,6,0
84088b1ffffffff,6,1
84088b3ffffffff,4,0
84088b5ffffffff,10,0
84088b7ffffffff,5,0
84088b9ffffffff,7,1
84088bbffffffff,5,0
84088bdffffffff,11,1
84088c1ffffffff,6,0
84088c3ffffffff,4,0
84088c5ffffffff,10,0
84088c7ffffffff,3,0
84088c9ffffffff,26,0
84088cbffffffff,23,0
84088cdffffffff,14,0
84088d1ffffffff,4,0
84088d3ffffffff,3,0
84088d5ffffffff,4,0
84088d7ffffffff,3,0
84088d9ffffffff,26,0
84088dbffffffff,20,0
84088ddffffffff,4,0
84088e1ffffffff,8,0
84088e3ffffffff,5,0
84088e5ffffffff,4,0
84088e7ffffffff,8,0
84088e9ffffffff,5,0
84088ebffffffff,7,0
84088edffffffff,3,0
8408901ffffffff,28,0
8408903ffffffff,29,0
8408905ffffffff,34,1
8408907ffffffff,20,0
8408909ffffffff,58,1
840890bffffffff,46,1
840890dffffffff,45,1
8408911ffffffff,56,0
8408913ffffffff,63,0
8408915ffffffff,34,0
8408917ffffffff,34,0
8408919ffffffff,44,1
840891bffffffff,43,0
840891dffffffff,47,0
8408921ffffffff,72,7
8408923ffffffff,70,6
8408925ffffffff,39,3
8408927ffffffff,26,1
8408929ffffffff,52,4
840892bffffffff,72,2
840892dffffffff,72,5
8408931ffffffff,70,1
8408933ffffffff,50,3
8408935ffffffff,58,5
8408937ffffffff,51,2
8408939ffffffff,60,0
840893bffffffff,66,0
840893dffffffff,81,2
8408941ffffffff,65,0
8408943ffffffff,67,2
8408945ffffffff,68,1
8408947ffffffff,73,2
8408949ffffffff,69,0
840894bffffffff,67,0
840894dffffffff,62,1
8408951ffffffff,48,1
8408953ffffffff,35,1
8408955ffffffff,61,2
8408957ffffffff,35,1
8408959ffffffff,115,0
840895bffffffff,92,0
840895dffffffff,63,0
8408961ffffffff,44,1
8408963ffffffff,44,3
8408965ffffffff,65,3
8408967ffffffff,59,5
8408969ffffffff,70,3
840896bffffffff,53,2
840896dffffffff,71,1
8408981ffffffff,42,2
8408983ffffffff,51,4
8408985ffffffff,43,0
8408987ffffffff,37,5
8408989ffffffff,80,8
840898bffffffff,57,3
840898dffffffff,31,4
8408991ffffffff,55,6
8408993ffffffff,20,1
8408995ffffffff,68,10
8408997ffffffff,111,19
8408999ffffffff,35,2
840899bffffffff,13,1
840899dffffffff,57,6
84089a1ffffffff,47,1
84089a3ffffffff,54,3
84089a5ffffffff,77,10
84089a7ffffffff,36,1
84089a9ffffffff,23,0
84089abffffffff,28,0
84089adffffffff,18,0
84089b1ffffffff,74,3
84089b3ffffffff,26,7
84089b5ffffffff,44,4
84089b7ffffffff,8,0
84089b9ffffffff,61,12
84089bbffffffff,63,13
84089bdffffffff,63,8
84089c1ffffffff,50,1
84089c3ffffffff,49,3
84089c5ffffffff,64,0
84089c7ffffffff,73,2
84089c9ffffffff,24,0
84089cbffffffff,39,0
84089cdffffffff,43,0
84089d1ffffffff,52,2
84089d3ffffffff,24,0
84089d5ffffffff,46,2
84089d7ffffffff,45,3
84089d9ffffffff,42,0
84089dbffffffff,27,0
84089ddffffffff,41,1
84089e1ffffffff,42,0
84089e3ffffffff,44,1
84089e5ffffffff,43,0
84089e7ffffffff,28,1
84089e9ffffffff,11,0
84089ebffffffff,8,0
84089edffffffff,30,0
8408a01ffffffff,10,0
8408a03ffffffff,7,0
8408a05ffffffff,9,0
8408a07ffffffff,6,0
8408a09ffffffff,4,0
8408a0bffffffff,5,0
8408a0dffffffff,7,0
8408a11ffffffff,6,0
8408a13ffffffff,3,0
8408a15ffffffff,6,0
8408a17ffffffff,6,0
8408a19ffffffff,2,0
8408a1bffffffff,6,0
8408a1dffffffff,4,0
8408a21ffffffff,37,0
8408a23ffffffff,24,0
8408a25ffffffff,31,0
8408a27ffffffff,32,0
8408a29ffffffff,37,0
8408a2bffffffff,20,0
8408a2dffffffff,41,0
8408a31ffffffff,13,0
8408a33ffffffff,10,0
8408a35ffffffff,14,0
8408a37ffffffff,12,0
8408a39ffffffff,9,0
8408a3bffffffff,8,0
8408a3dffffffff,13,0
8408a41ffffffff,136,0
8408a43ffffffff,53,0
8408a45ffffffff,184,0
8408a47ffffffff,43,0
8408a49ffffffff,54,0
8408a4bffffffff,60,0
8408a4dffffffff,98,0
8408a51ffffffff,22,0
8408a53ffffffff,5,0
8408a55ffffffff,18,0
8408a57ffffffff,4,0
8408a59ffffffff,49,0
8408a5bffffffff,24,0
8408a5dffffffff,51,0
8408a61ffffffff,47,0
8408a63ffffffff,36,0
8408a65ffffffff,16,0
8408a67ffffffff,42,0
8408a69ffffffff,116,0
8408a6bffffffff,54,0
8408a6dffffffff,68,0
8408a81ffffffff,12,0
8408a83ffffffff,7,0
8408a85ffffffff,14,0
8408a87ffffffff,9,0
8408a89ffffffff,8,0
8408a8bffffffff,6,0
8408a8dffffffff,13,0
8408a91ffffffff,5,0
8408a93ffffffff,6,0
8408a95ffffffff,6,0
8408a97ffffffff,9,0
8408a99ffffffff,11,0
8408a9bffffffff,10,0
8408a9dffffffff,4,0
8408aa1ffffffff,16,0
8408aa3ffffffff,20,0
8408aa5ffffffff,24,0
8408aa7ffffffff,34,0
8408aa9ffffffff,15,0
8408aabffffffff,14,0
8408aadffffffff,9,0
8408ab1ffffffff,9,0
8408ab3ffffffff,8,0
8408ab5ffffffff,26,0
8408ab7ffffffff,27,0
8408ab9ffffffff,11,0
8408abbffffffff,12,0
8408abdffffffff,9,0
8408ac1ffffffff,13,0
8408ac3ffffffff,10,0
8408ac5ffffffff,13,0
8408ac7ffffffff,17,0
8408ac9ffffffff,12,0
8408acbffffffff,15,0
8408acdffffffff,8,0
8408ad1ffffffff,3,0
8408ad3ffffffff,3,0
8408ad5ffffffff,9,0
8408ad7ffffffff,9,0
8408ad9ffffffff,3,0
8408adbffffffff,2,0
8408addffffffff,8,0
8408ae1ffffffff,14,0
8408ae3ffffffff,16,0
8408ae5ffffffff,15,0
8408ae7ffffffff,13,0
8408ae9ffffffff,15,0
8408aebffffffff,18,0
8408aedffffffff,13,0
8408b01ffffffff,62,0
8408b03ffffffff,67,0
8408b05ffffffff,27,0
8408b07ffffffff,26,0
8408b09ffffffff,45,0
8408b0bffffffff,48,0
8408b0dffffffff,58,0
8408b11ffffffff,36,0
8408b13ffffffff,45,0
8408b15ffffffff,64,0
8408b17ffffffff,66,0
8408b19ffffffff,18,0
8408b1bffffffff,33,0
8408b1dffffffff,40,0
8408b21ffffffff,89,0
8408b23ffffffff,86,0
8408b25ffffffff,80,1
8408b27ffffffff,79,2
8408b29ffffffff,72,0
8408b2bffffffff,77,0
8408b2dffffffff,96,0
8408b31ffffffff,118,0
8408b33ffffffff,133,0
8408b35ffffffff,93,0
8408b37ffffffff,92,0
8408b39ffffffff,44,1
8408b3bffffffff,55,0
8408b3dffffffff,117,0
8408b41ffffffff,57,0
8408b43ffffffff,38,0
8408b45ffffffff,65,0
8408b47ffffffff,53,0
8408b49ffffffff,55,0
8408b4bffffffff,40,0
8408b4dffffffff,79,0
8408b51ffffffff,24,0
8408b53ffffffff,23,0
8408b55ffffffff,22,0
8408b57ffffffff,21,0
8408b59ffffffff,24,0
8408b5bffffffff,23,0
8408b5dffffffff,19,0
8408b61ffffffff,41,0
8408b63ffffffff,39,0
8408b65ffffffff,64,0
8408b67ffffffff,67,0
8408b69ffffffff,73,1
8408b6bffffffff,55,0
8408b6dffffffff,47,0
8408c01ffffffff,2,0
8408c03ffffffff,4,0
8408c05ffffffff,6,0
8408c07ffffffff,10,0
8408c09ffffffff,1,0
8408c0bffffffff,2,0
8408c0dffffffff,3,0
8408c11ffffffff,9,0
8408c13ffffffff,3,0
8408c15ffffffff,9,0
8408c17ffffffff,4,0
8408c19ffffffff,2,0
8408c1bffffffff,4,0
8408c1dffffffff,2,0
8408c21ffffffff,14,0
8408c23ffffffff,11,0
8408c25ffffffff,16,0
8408c27ffffffff,11,0
8408c29ffffffff,9,0
8408c2bffffffff,16,0
8408c2dffffffff,7,0
8408c31ffffffff,19,0
8408c33ffffffff,4,1
8408c35ffffffff,12,0
8408c37ffffffff,4,0
8408c39ffffffff,11,0
8408c3bffffffff,1,0
8408c3dffffffff,23,0
8408c41ffffffff,3,0
8408c43ffffffff,2,0
8408c45ffffffff,4,0
8408c47ffffffff,2,0
8408c49ffffffff,3,0
8408c4bffffffff,5,0
8408c4dffffffff,1,0
8408c51ffffffff,2,0
8408c53ffffffff,2,0
8408c55ffffffff,2,0
8408c57ffffffff,1,0
8408c59ffffffff,1,0
8408c5dffffffff,3,0
8408c61ffffffff,5,0
8408c63ffffffff,5,0
8408c65ffffffff,2,0
8408c67ffffffff,3,0
8408c69ffffffff,20,0
8408c6bffffffff,4,0
8408c6dffffffff,20,0
8408c89ffffffff,1,0
8408c93ffffffff,4,2
8408c9bffffffff,2,0
8408ca5ffffffff,1,1
